"Name","PC Datalog - 20/04/2013 - 15:14:57"

"Section Time","Accel Fuel","AFR Target","AirCon Fuel Trim","Anti-Lag Fuel","Crank Enrich","Drive Fuel Trim","Eng Fan Trim ","FTrim Cyl #1","FTrim Cyl #2","FTrim Cyl #3","FTrim Cyl #4","FTrim Cyl #5","FTrim Cyl #6","FTrim Cyl #7","FTrim Cyl #8","Fuel 4D Table","Fuel 5D Table","Fuel Table1","Fuel Table1","Fuel Table2","Fuel Table2","IAT Fuel Corr.","Inj Actual PW","Inj Deadtime","Inj Deadtime(Sec)","Inj Duty Cycle","Inj Duty Cycle (Sec)","Inj Timing","Injector PW (Sec)","Lambda  Fuel  Corr.","Lambda Status 1","Post Start Enrich","Prime Fuel","Sec Inj Table","Wake-Up Status","Wake-Up Width","Warm-Up Enrich","4D Ign Trim","5D Ign Trim","Anti-Lag Ign Trim","Dwell Time","ECT Ign Trim","IAT Ign Trim","Ign Angle","Ign Table1","Ign Table1","Ign Table2","Ign Table2","Ignition Idle Control","Launch Ign Trim","Overrun Ign Trim","Trailing Split","CL Stepper Limit","GP RPM Limit1","Launch Limit","MAP Limit","MAP Limit","Max Ignition","Overrun Fuel Cut","RPM Limit","RPM Limit","Speed Limit","Under Voltage","Voltage Limit","A1 - ISC Sol. Slave","A2 - ISC Solenoid","A3 - GP Output ","A4 - Boost Solenoid","A5 - OFF","A6 - OFF","A7 - OFF","A8 - OFF","AF1 - Injection","AF2 - Injection","AF3 - Injection","AF4 - Injection","AF5 - Injection","AF6 - Injection","AF7 - Engine Fan","AF8 - Fuel Pump","AI1 - Ignition","AI2 - Ignition","AI3 - Ignition","AI4 - Ignition","Boost Status","Boost Target","ECT WGate Comp","ECU Hold Power","FP Speed (%DC)","IAT WGate Comp","Idle Position","Idle Status","Idle Target","WGate DC","DI 1 - Speed","DI 1 Frequency","DI 2 - Speed","DI 2 Frequency","DI 3 - Start Position","DI 3 Frequency","DI 4 - Air Con Request","DI 4 Frequency","DI 5 - GP Input","DI 5 Frequency","DI 6 - GP Input","DI 6 Frequency","Gear","Gear Ratio Calc.","Gear Ratio Status","Speed Off -DI3","Speed -DI1","Speed -DI2","Speed Off -DI4","Speed Off -DI5","Speed Off -DI6","An T1 - Inlet Air Temp","An T2 - Engine Coolant Temp","An T3 - Engine Oil Temp","An V1 - MAP Sensor","An V2 - TPS (Main)","An V3 - OFF","An V4 - WideBand","An V5 - GP Input","An V6 - Fuel Pressure","An T1 - Inlet Air Temp","An T2 - Engine Coolant Temp","An T3 - Engine Oil Temp","An V DI10 - OFF","An V DI11 - OFF","An V DI6 - Fuel Pressure","An V DI7 - OFF","An V DI8 - OFF","An V DI9 - OFF","An V1 - MAP Sensor","An V2 - TPS (Main)","An V3 - OFF","An V4 - WideBand","An V5 - GP Input","An V6 - Fuel Pressure","BAP","Batt Voltage","ECT","FP (Main)","FP (Sub)","IAT","MAP","Mass per Cyl (x100)","MGP","TP (Main)","TP (Sub)","TP Delta Max","ECCS Sync","Engine Speed","Trig1 Err Counter","Trig1 Signal","Trig2 Signal","Anti-Lag Status","Flat Shifting Status","Launch Control Status","TP Cal Status","Exh / LH Err Counter","Exh / LH Posn","Exh / LH Signal","Exh / LH Solenoid","Exh / LH Sys Status","Exh LH Target","Exh RH Err Counter","Exh RH Posn","Exh RH Signal","Exh RH Solenoid","Exh RH Sys Status","Exh RH Target","Inlet / LH Err Counter","Inlet / LH Posn","Inlet / LH Signal","Inlet / LH Solenoid","Inlet / LH Sys Status","Inlet / LH Target","Inlet RH Err Counter","Inlet RH Posn","Inlet RH Signal","Inlet RH Solenoid","Inlet RH Sys Status","Inlet RH Target","3.3V Internal","5V Analog Supply","Analog Supply","Data Count Error","Data Page Error","DataFlash Chksum ","ECU Temperature","Fuel Calculation","Hardware Block 1","Hardware Block 2","Hardware Block 3","Password Protection","Table Allocation","Trig1 Arming","Trig2 Arming","An V DI1 - MAP Sensor","An V DI2 - TPS (Main)","An V DI3 - OFF","An V DI4 - WideBand","An V DI5 - GP Input","% Ethanol","Aux Fuel #5","Aux Fuel #6","Aux Fuel #7","Aux Fuel #8","Differential Fuel Pressure","Ethanol Temp.","Gear Cut Fuel","Inj Effective PW","Launch Fuel","WideBand 1","WideBand 2","WideBand Avg","Gear Cut Ign Trim","ITrim Cyl #1","ITrim Cyl #2","ITrim Cyl #3","ITrim Cyl #4","ITrim Cyl #5","ITrim Cyl #6","ITrim Cyl #7","ITrim Cyl #8","Limit Ign Trim","Traction Ign Trim","Transient Ign Trim","Anti-Lag Cyclic Idle","Anti-Lag Ign Cut","E-Throttle Limit","GP RPM Limit2","Limits Flags Word","Percentage FCut","Percentage ICut","Traction Limit","A9 - OFF","Active Boost Table","AI5 - Ignition","AI6 - Ignition","AI7 - Tacho","AI8 - CE light","D-Gain","Gear WGate Comp","Idle Target Error","I-Gain","P-Gain","VA1 - OFF","VA2 - OFF","VA3 - OFF","Cruise Switch Mode","DI 10 - OFF","DI 7 - Ignition Switch","DI 8 - OFF","DI 9 - OFF","Digital Input 11","Digital Input 12","Slip","An T4 - OFF","An V10 - OFF","An V11 - OFF","An V7 - OFF","An V8 - OFF","An V9 - OFF","An T4 - OFF","An V10 - OFF","An V11 - OFF","An V7 - OFF","An V8 - OFF","An V9 - OFF","Fuel Pressure","MAP Delta","Mass Air Flow ","Mass per Rev(x100)","MGP (PSI)","Oil Pressure","Oil Temp.","TPS Delta","RPM Rate","AL Active Fuel Table","AL Active Ign Cut Table","AL Active Ign Table","AL Cyclic Limit","Base Target ","E-Throttle Active Table","E-Throttle Target","FP Err Accumulator","ISC CL Trim","ISC Offset","Motor Duty Cycle","TP Err Accumulator","TP/Targ Err Accumulator","Cyl1 Knk I-Trim","Cyl2 Knk I-Trim","Cyl3 Knk I-Trim","Cyl4 Knk I-Trim","Cyl5 Knk I-Trim","Cyl6 Knk I-Trim","Cyl7 Knk I-Trim","Cyl8 Knk I-Trim","Knk Counter Cyl 1","Knk Counter Cyl 2","Knk Counter Cyl 3","Knk Counter Cyl 4","Knk Counter Cyl 5","Knk Counter Cyl 6","Knk Counter Cyl 7","Knk Counter Cyl 8","Knk Level Cyl 1","Knk Level Cyl 2","Knk Level Cyl 3","Knk Level Cyl 4","Knk Level Cyl 5","Knk Level Cyl 6","Knk Level Cyl 7","Knk Level Cyl 8","Knk Sys Status","Knock Count Global","Knock Level  Global","Knock Threshold","Capacity","Logging Status","12V Internal","Aux 9/10 Status","Aux 9/10 Supply","CAS Voltage","Fault Code Count","Fault Codes","CAN AN V1","CAN AN V2","CAN AN V3","CAN AN V4","CAN AN V5","CAN AN V6","CAN AN V7","CAN AN V8","CAN Freq/Spd 1","CAN DIG #1 State","CAN Freq/Spd 2","CAN DIG #2 State","CAN Freq/Spd 3","CAN DIG #3 State","CAN Freq/Spd 4","CAN DIG #4 State","CAN DIG #5 State","CAN DIG #6 State","CAN TC Cyl 1","CAN TC Cyl 2","CAN TC Cyl 3","CAN TC Cyl 4","CAN TC Cyl 5","CAN TC Cyl 6","CAN TC Cyl 7","CAN TC Cyl 8","BUSOFF Status","Error Warning Status","LEC","BUSOFF Status","Error Warning Status","LEC","Engine Kill","Rotation Direction","Active Traction Table","Cam Angle #1","Cam Angle #2","Cam Angle #3","Cam Angle #4","Cam Angle #5","Cam Angle #6","Cam Angle #7","Cam Angle #8"
"20.592","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.6","1","0","0","4","8.363","0.493","0","36.6","0","365","0","0","9","0","8","0","0","0","0","0","0","0","3.99","0","0","11.7","11.6","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","6","208","0","0","0","-12","49","3","1075","0","1","79.3","0","0","0","0","0","0","1","0","0","0","3","65.7","0","0","112.3","0","0","0","0","13","90","69","3.11","2.33","0","12.1","521","202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.03","90","0","0","13","199","0","99","60.6","0","0.9","0","5247","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","525","-50","0","7.871","0","12.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","-16.5","0","-1000","0","3.9","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","201","3","0","0","14.7","0","69","0.2","1180","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.96","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.692","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","1","0","0","4","9.886","0.494","0","44.4","0","375","0","0","9","0","8","0","0","0","0","0","0","0","4.01","0","0","11","11","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","7","210","0","0","0","-12","49","3","1075","10.2","1","81.5","0","0","0","0","0","0","1","0","0","0","3","66.2","0","0","115.2","0","0","0","0","13","90","69","3.43","2.41","0","11.9","521","191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.01","90","0","0","13","219","0","119","63.1","0","0.9","0","5387","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","505","-50","0","9.392","0","11.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","-0.3","-1.8","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","192","3","0","0","17.5","0","69","-0.1","1330","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.96","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.792","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.4","1","0","0","4","10.675","0.494","0","50.2","0","385","0","0","9","0","8","0","0","0","0","0","0","0","4.01","0","0","11.4","11.4","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","7","212","0","0","0","-12","49","3","1075","4.2","1","85.7","0","0","0","0","0","0","1","0","0","0","3","66.7","0","0","121.3","0","0","0","0","13","90","69","3.66","2.31","0","11.4","521","186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.01","90","0","0","13","235","0","135","60","0","0.9","0","5630","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","495","-50","0","10.181","0","11.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","-1.8","-6.3","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","186","1","0","0","19.5","0","69","0.2","2320","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.96","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.892","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.6","1","0","0","4","10.958","0.496","0","55.2","0","400","0","0","9","0","8","0","0","0","0","0","0","0","4.01","0","0","13","13","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","7","220","0","0","0","-12","49","3","1075","3.1","1","89.6","0","0","0","0","0","0","1","0","0","0","3","67.1","0","0","126.7","0","0","0","0","13","90","69","3.78","2.31","0","11.2","507","183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.98","90","0","0","13","239","0","139","59.4","0","0.9","0","6044","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","490","-50","0","10.395","0","11.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","-3.8","-6.3","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","184","-1","0","0","20.4","0","69","-0.7","3680","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.91","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20.992","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.9","1","0","0","4","10.844","0.496","0","60.9","0","400","0","0","9","0","8","0","0","0","0","0","0","0","4","0","0","13","13","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","7","220","0","0","0","-12","49","3","1075","2.3","1","99.3","0","0","0","0","0","0","1","0","0","0","3","67.9","0","0","140.4","0","0","0","0","13","90","69","3.74","2.22","0","11.4","505","177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.98","90","0","0","13","237","0","137","57.6","0","0.9","0","6720","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.01","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","490","-50","0","10.348","0","11.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","-5.5","-5.4","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","176","0","0","0","19.8","0","69","0","5470","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.91","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21.092","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.9","1","0","0","4","10.844","0.496","0","60.9","0","400","0","0","9","0","8","0","0","0","0","0","0","0","4","0","0","13","13","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","7","220","0","0","0","-12","49","3","1075","2.3","1","99.3","0","0","0","0","0","0","1","0","0","0","3","67.9","0","0","140.4","0","0","0","0","13","90","69","3.74","2.22","0","11.4","505","177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.98","90","0","0","13","237","0","137","57.6","0","0.9","0","6720","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.01","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","490","-50","0","10.348","0","11.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","-5.5","-5.4","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","176","0","0","0","19.8","0","69","0","5470","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.91","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21.192","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.6","1","0","0","4","10.752","0.498","0","62.5","0","400","0","0","9","0","8","0","0","0","0","0","0","0","3.97","0","0","8.3","13.3","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","1","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","7","220","0","0","0","-12","49","3","1075","2.4","1","109","0","0","0","0","0","0","1","0","0","0","3","66.8","0","0","154.4","0","0","0","0","13","90","69","3.69","2.12","0","11","492","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.96","90","0","0","13","233","0","133","52","0","0.9","0","6975","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.01","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","495","-50","0","10.255","0","11","0","0","0","0","0","0","0","0","0","0","0","-5","0","0","0","0","0","0","1","0","55","0","0","0","0","0","2","1","0","0","-1000","-6.9","-3.9","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","176","-2","0","0","19.1","0","69","-2.7","5440","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.89","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21.292","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.6","1","0","0","2.5","3.886","0.498","0","18.5","0","390","0","0","9","0","8","0","0","0","0","0","0","0","4","0","0","19","25.9","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","6","214","0","0","0","-12","49","3","1075","80","1","95","0","0","0","0","0","0","1","0","0","0","3","59.8","0","0","134.6","0","0","0","0","13","90","69","2.12","0.79","0","11.8","514","222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.96","90","0","0","13","100","0","0","9","0","0.9","0","5723","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.01","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","630","-50","0","2.586","0","11.7","0","0","0","0","0","0","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","30","0","0","0","0","0","2","1","211.2","0","-1000","0","32.1","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","265","-21","0","0","-1.3","0","69","-1.6","-3610","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.89","7.96","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21.392","0","14.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.6","1","0","0","2.5","1.339","0.496","0","6","0","375","0","0","9","0","8","0","0","0","0","0","0","0","4","0","0","21.6","23.7","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","-12","49","3","1075","0","1","82.5","0","0","0","0","0","0","1","0","0","0","3","64.9","0","0","116.6","0","0","0","0","13","90","69","0.78","0.46","0","11.7","559","287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.98","90","0","0","13","43","0","-57","3.7","0","0.9","0","5397","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","690","-50","0","0.827","0","11.6","0","0","0","0","0","0","0","0","0","0","0","-5","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","292","-5","0","0","-8.5","0","69","-0.3","-5000","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.96","7.96","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21.492","0","14.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.4","1","0","0","2.5","1.048","0.496","0","4.6","0","370","0","0","9","0","8","0","0","0","0","0","0","0","4","0","0","14","14","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","-12","49","3","1075","0","1","85.7","0","0","0","0","0","0","1","0","0","0","3","63.7","0","0","121.3","0","0","0","0","13","90","69","0.49","0.42","0","10.7","550","318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","13.98","90","0","0","13","27","0","-73","2.2","0","0.9","0","5301","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","710","-50","0","0.515","0","10.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","320","-2","0","0","-10.5","0","69","-0.2","760","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","13.96","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21.592","0","14.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.3","1","0","0","2.5","0.875","0.49","0","3.5","0","360","0","0","9","0","8","0","0","0","0","0","0","0","4","0","0","14","14","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","-12","49","3","1075","0","1","84.6","0","0","0","0","0","0","1","0","0","0","3","60.1","0","0","119.8","0","0","0","0","12","90","69","0.4","0.37","0","20.3","550","332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.08","90","0","0","12","22","0","-78","0.8","0","0","0","4844","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","720","-50","0","0.386","0","20.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","337","-1","0","0","-11.3","0","69","-0.3","-4710","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","14.03","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"21.692","16.8","14.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","0","0","2.5","1.075","0.49","0","3.9","0","360","0","0","9","0","8","0","0","0","0","0","0","0","4.01","0","0","13.5","14","1","0","0","0","0","0","0","0","0","0","275","0","0","0","7500","0","0","0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","-12","49","3","1075","0","1","84.4","0","0","0","0","0","0","1","0","0","0","3","54.3","0","0","119.5","0","0","0","0","12","90","69","0.4","0.44","0","21.9","557","332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.8","14.08","90","0","0","12","26","0","-74","5.3","0","2.1","0","4375","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.31","0","5.02","0","0","0","30","0","1","1","1","0","0","2.98","3","0","0","0","0","0","0","0","0","0","0","715","-50","0","0.632","0","21.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-1000","0","0","0","0","0","0","0","1","0","0","0","0","0","-40","0","0","0","0","0","0","0","0","0","0","0","311","6","0","0","-10.2","0","69","2.1","-4230","0","0","0","0","0.1","0","0.1","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","12.02","0","14.03","7.97","0","0","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
